wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/19600,[LWDM] feat(tezos): use same node url for integration tests and app,0,0.05,none,"This only updates the Tezos node URL in integration tests and docs to match the app's production node URL, with no custody-relevant code or guard changes.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18444,[LWM] Add tezos integration tests,0,0.02,none,"This change only adds integration tests for the Tezos stake/unstake UI flows and does not modify any wallet source, key, signing, or transport code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18973,[LWD] revert(lld): drop @datadog/electron-sdk main-process integration,0,0.05,none,"This reverts a Datadog telemetry/observability integration due to boot-time issues, touching only build config, dependency removal, and test cleanup with no custody-relevant code paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/19080,[LWD] test(lld): fix flaky History export dialog integration test [LIVE-33397],0,0.02,none,"Test-only change replacing mock accounts with lighter generated ones to fix a flaky integration test; no wallet source, key, signing, or custody path is touched.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18680,[LWDM] test(stellar): stabilize flaky integration test on mainnet,0,0.02,none,Test-only change stabilizing a flaky Stellar integration test by switching to mainnet and relaxing fee assertions; no custody-relevant code is touched.,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18656,[LWM] chore: add integration tests for the new send flow,0,0.02,none,"This is a test-only change adding integration tests for the send flow, with no modifications to wallet source code or custody-relevant paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/17739,[LWD] Add tezos integration tests,0,0.05,none,"This PR only adds integration test files and a changeset for Tezos staking UI flows, with no changes to wallet source, key, signing, or custody-relevant code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18441,[LWDM] feat(LIVE-31564): aleo getTvk and signOperation integration,0,0.05,none,"This is an explicitly labeled feature (changeset: minor) adding Aleo getTvk precomputation and streaming progress reporting to signOperation, with no guard, validation, or exploitable condition being ",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18405,[LWDM] feat(LIVE-31785): prepare aleo utils for incoming tokens integration,0,0.05,none,"This is a feature change preparing Aleo coin module for token integration, adding constants, i18n strings, and test fixtures with no custody-relevant guard or signing-path fix.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18486,[LWDM] refactor(LIVE-31786): Aleo LWD preparation for tokens integration (part 1),0,0.05,none,"This is a UI refactor preparing Aleo wallet for token account integration, adding token-account support to self-transfer and balance summary components with no changes to key handling, signing, approv",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18470,[LWM] feat(mobile): Portfolio Stocks — section UI + integration [LIVE-31381/31382/31383],0,0.05,none,"This is a feature addition (Portfolio Stocks section UI) behind a feature flag with no changes to key material, signing, approval, transport, or any custody-relevant subsystem.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/17843,[LWDM] chore(llc): update Cosmos bridge integration test datasets,0,0.02,none,"This diff only updates integration test snapshot datasets (balances and transaction lists) for Cosmos bridge tests, with no changes to wallet source code, key handling, signing, or any custody-relevan",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16936,[LWDM] fix: integration tests,0,0.15,none,"This is a UX/feature change adding a pop-up to guide users through a Cardano staking undelegation flow, with no impact on key material, signing, or custody paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18385,[LWDM] feat(LIVE-30371): aleo fixtures and constants before full public token integration (part 1),0,0.05,none,"This PR adds test fixtures, mocks, and fee constants for Aleo token integration — a feature/test scaffolding change with no custody-relevant guard or signing-path modification.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/17700,[LWDM] test: anticipate async bridge migration in unit/integration tests,0,0.0,none,"This is a test-only change adding jest mocks for an upcoming async bridge migration, with no production code or custody-relevant paths touched.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16901,[LWM] fix(mobile): stabilize flaky QueuedDrawer integration test,0,0.02,none,"This is a test-only change wrapping drawer-closed assertions in waitFor to fix flaky CI; no production code, key material, signing, or custody-relevant paths are touched.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16903,feat(ci): run ledger-wallet-framework integration test in github workflow,0,0.05,none,"This is a CI-only change adding integration test workflow steps for ledger-wallet-framework, with no modifications to wallet source code or custody-relevant subsystems.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16086,[LWD] fix(canton): OnboardModal integration test fix,0,0.02,none,"This is a test-only change adjusting mocks in an integration test for the Canton OnboardModal, with no modification to wallet source or custody-relevant code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16897,feat(framework): remove integration test run from unit test on ledger-wallet-framework,0,0.0,none,"This is a CI/test infrastructure change that separates integration tests from unit tests in Jest configuration, with no impact on custody, key material, signing, or any security-relevant path.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15722,[LWDM] fix(sui): get stakes integration tests,0,0.0,none,"This is a test-only change updating an account address in Sui integration tests, with no impact on wallet source, keys, signing, or custody paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15889,[LWD] feat: canton onboarding integration tests desktop,0,0.05,none,"This PR adds integration tests for the Canton onboarding modal and contains no changes to wallet source, key, signing, or custody paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15891,[LWM] feat: canton onbaording integration tests mobile,0,0.05,none,"This PR only adds integration tests and MSW mock handlers for Canton onboarding; no wallet source, key, signing, or transport code is changed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15783,[LWDM] Support/cardano undelegate integration test,0,0.15,none,"This adds a UX popup to inform users about an internal transaction when undelegating a Cardano staking account with rewards, plus test IDs and integration tests — it is a feature/UX improvement, not a",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15765,[LWDM] refactor(canton): hardware wallet integration & transaction encoding,0,0.05,none,"This is a test-only refactor and dependency cleanup for a new coin module, with no changes to production key/signing/custody paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15869,[LWM] feat: canton offers integration tests for mobile,0,0.02,none,"This PR only adds integration tests for a new canton offers UI feature; no wallet source, key, signing, or transport code is changed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15868,[LWD] feat: canton pending offers integration tests for desktop,0,0.02,none,"This PR only adds integration tests for Canton pending offers UI; no wallet source, key, signing, or transport code is changed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/16059,[LWD] fix(desktop): migrate canton OnboardModal integration test to withFlagOverrides,0,0.02,none,"This is a test-only migration from a removed settings API to a new test helper to fix a typecheck regression, with no impact on custody, keys, or signing paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15958,[LWDM] fix(coin-evm): update import path in integration test,0,0.0,none,"This diff only updates an import path in an integration test file, which is a refactor/rename with no custody or signing impact.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15615,[CONCORDIUM][LWM] Onboarding flow integration tests (2FA failures),0,0.05,none,This is a new integration test file verifying 2FA confirmation code UI behavior during Concordium onboarding; it adds no production guard or fix.,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15597,[LWDM] feat(aleo): encrypted prove integration in broadcast,0,0.15,none,"This is a feature addition integrating encrypted prove into Aleo broadcast, with config plumbing and test refactoring, not a fix to a custody-relevant defect.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15560,[LWM] Onboarding flow component integration test (signature failures),0,0.02,none,This is a new integration test file covering signature failure/retry paths; it adds no production guard or validation and does not change wallet source code.,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15601,[CONCORDIUM][LWM] Onboarding flow integration tests (Wallet Connect communications),0,0.02,none,"This is a test-only refactor extracting mock setup into a shared module; no wallet source, key, signing, or transport code is changed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15532,[CONCORDIUM][LWM] Onboarding flow component integration test (happy path),0,0.05,none,"This change adds an integration test for the onboarding happy path and adds accessibility props to UI buttons; it does not touch key material, signing, approvals, or any custody-relevant path.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/14485,feat: lwd walletv4 tour slide integration,0,0.02,none,"This is a UI feature adding animated tour slide navigation to the desktop wallet; it touches no key, signing, approval, transport, or firmware paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15278,[LWDM] chore(live-common): update snapshot for bridge integration test,0,0.02,none,"This is a test snapshot update for balance/rewards values in a Cardano bridge integration test, with no changes to wallet source, key, or signing logic.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/4607,vechain integration,0,0.05,none,"This diff adds native vechain/VTHO support and UI handling for unsupported token graphs, which is a feature addition with no custody-relevant security fix.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/14935,fix(algorand snapshot): :bug: add bridge integration test algorand,0,0.02,none,"The diff only adds test mock fixtures and Jest snapshots for an Algorand bridge integration test, with no changes to wallet source code or custody-relevant paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/12337,fix: noah integration,0,0.05,none,"This is a UI feature integration adding a 'noah' receive flow and modular drawers, with no custody-relevant key, signing, or transport changes.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/15171,fix(rename tests): :truck: rename bitcoin tests from integration to i…,0,0.0,none,"This is a pure rename of test files from .integration.test.ts to .integ.test.ts with no changes to wallet source, key, or signing code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/11922,fix integration tests,0,0.05,none,"This PR only modifies integration tests, test mocks, and snapshots to stabilize CI; no wallet source code touching keys, signing, or custody paths is changed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/11889,feat: hoodi integration,0,0.05,none,"This PR adds a new Ethereum Hoodi testnet currency integration (feature flag, currency registration, test fixtures) and is purely a feature addition with no custody-relevant guard or fix.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8731,feat: zenrock integration,0,0.05,none,"This is a feature addition integrating a new Cosmos-family cryptocurrency (Zenrock/ROCK) into Ledger Live, with no changes to key handling, signing, approval, or transport security paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8704,feat: xion integration,0,0.02,none,"This PR adds a new Cosmos-family currency (Xion) to the wallet's supported currencies list, UI feature flags, and test snapshots — a pure feature addition with no custody-relevant code changes.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8205,feat: mantra integration,0,0.02,none,"This is a feature addition integrating a new 'mantra' (OM) Cosmos-family currency into Ledger Live, with no changes to key material, signing, approval, transport, or any custody-relevant path.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7617,Feat/jetton integration,0,0.05,none,"This is a feature addition adding TON jetton (token) support with new test fixtures, i18n strings, and integration tests, not a fix for any custody-relevant defect.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7405,Feat/ton integration,0,0.05,none,"This PR adds TON blockchain support (UI components, currency registration, operation details) as a new feature, not a fix to any custody-relevant defect.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7394,Add TON integration,0,0.05,none,"This is a feature addition adding TON blockchain support to Ledger Live, introducing new UI components and currency registration rather than fixing any custody or signing defect.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/5830,[coin-integration] Linea,0,0.02,none,"This is a feature addition adding Linea/Linea Goerli chain support to the wallet via currency lists, feature flags, and test snapshots, with no changes to key, signing, approval, or transport security",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/14939,fix: [LIVE-27104] cardano exclude balance sum from integration tests,0,0.02,none,"This change only modifies test datasets and snapshot files for Cardano integration tests, with no impact on custody, signing, or key material.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/14342,fix: [LIVE-25786] update integration tests,0,0.02,none,"This diff only updates test addresses and expected balance values in an integration test file, with no changes to wallet source code or custody-relevant paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/9929,feat: aptos token integration,0,0.05,none,"This is a feature addition for Aptos token integration plus a refactor of operation type classification; no custody-relevant key, signing, approval, or transport paths are modified.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7672,Feat/ton jetton integration,0,0.05,none,"This PR adds TON jetton (token) support with UI fields, i18n strings, test fixtures, and a new dependency, which is a feature addition rather than a fix to any custody/key/signing path.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7671,[WIP]Feat/jetton integration,0,0.05,none,"This is a feature PR adding Jetton (TON token) support with new UI fields, i18n strings, test fixtures, and a dependency, with no changes to key material, signing, approval, or transport security path",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/6636,Revamp coin integration test,0,0.05,none,"This is a new test helper suite for coin integration tests, not a change to wallet custody, signing, or key-handling code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/6067,Fix: cosmos integration test,0,0.0,none,"The diff only adds missing configuration setup in a test helper file to fix integration tests, without touching any custody-relevant code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/11736,Feat: Large Mover integration test,0,0.02,none,"This PR only adds an integration test file for a Large Mover landing page UI feature, touching no key, signing, approval, transport, or custody-relevant code.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/11095,feat: Live-apps MAD integration,0,0.05,none,"This is a feature/UI refactor adding a ModularDrawer component for account selection in the live-app webview, with no changes to key handling, signing, or custody-relevant security controls.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8931,✨ DMK Eth Signer integration,0,0.15,none,"This is a feature integration adding DMK (Device Management Kit) signer support with a new signer abstraction layer; the session refresher disable is a stability fix, not a custody-relevant vulnerabil",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8122,[Playwright][Speculos] Improve CLI integration,0,0.05,none,"This is a TypeScript typing/refactoring change to CLI testing tooling (Playwright/Speculos integration), adding explicit type definitions and dev dependencies with no custody-relevant guards or fixes.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7740,Feat/LIVE-13502 Etherlink integration,0,0.02,none,"This PR adds a new EVM currency (Etherlink) to supported currency lists, UI feature flags, and test snapshots — a feature addition with no custody-relevant guard or fix.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7300,LLD integration of Wallet Sync,0,0.05,none,"This is a feature integration of Wallet Sync (trustchain-based cloud sync) into Ledger Live Desktop, adding new React contexts, hooks, and Redux state wiring — not a fix for any existing custody-relev",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/6899,Fix wallet sync integration test,0,0.02,none,"The diff only adjusts CSS border-radius values in UI components and adds a rendering test for the Wallet Sync settings screen, with no changes to key, signing, approval, or transport paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/5690,Bugfix/moonpay swap integration url,0,0.05,none,"Appends a partner query parameter to a MoonPay swap URL for integration purposes; no custody, key, signing, or transport path is affected.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/12899,fix: aptos bridge integration test (LIVE-23559),0,0.15,none,This refactors the Aptos max-spendable-balance estimation to correctly handle token vs main accounts and fixes an integration test; an incorrect estimate causes at worst a failed transaction or a subo,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/10809,feat(LLD): add account integration tests,0,0.02,none,This PR only adds integration tests and mocks for the add-account UI flow; no custody-relevant source code is changed.,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/9888,[LIVE-18045] Babylon mainnet light integration,0,0.05,none,"This is a feature addition integrating a new Cosmos-family currency (Babylon) with UI conditionals for disabling delegation display, not a fix to any custody-relevant key, signing, approval, or transp",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/9078,[QAA] Improving Xray x Speculos intégration,0,0.02,none,"This is a test/CI infrastructure change improving Xray integration and deduplicating test results in a JSON reporter, with no custody-relevant code touched.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/9221,👷  SonarQube - Exclude integration tests from analysis,0,0.0,none,"This change only updates SonarQube and Jest configuration to exclude integration tests from static analysis, with no impact on key material, signing, or custody paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8212,LLD - Fix LS QR Code integration test,0,0.15,none,"This is primarily a test fix for QR code integration tests plus a refactor making crypto.decrypt calls synchronous to match an updated API; no guard, validation, or exploitable condition is added or r",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/10866,feat: send/receive HTS tokens - integration (part 3),0,0.05,none,"This is a feature addition adding Hedera HTS token send/receive and token association support to Ledger Live, with new UI components and operation details rendering — no custody-relevant guard, valida",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/9660,feat(llc): bump wallet-api with sui integration,0,0.05,none,"This is a feature addition (Sui blockchain integration) consisting of dependency version bumps, a changeset, and test snapshot updates, with no changes to key/signing/approval/transport paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/8440,[SWAP] Add new functions for trusted service integration,0,0.05,none,"The diff only refactors and adds unit tests in Exchange.test.ts, touching no wallet source or custody-relevant code paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/7545,:sparkles:feat(llm): trustchain integration to qr code scan,0,0.05,none,"This is a feature addition that wires up QR code scanning to a trustchain sync flow; no existing guard, validation, or exploitable condition is added or removed.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/17578,[LWDM] fix(live-dmk-shared): handle node 22 interop for hw-transport default…,0,0.15,none,"This is a Node.js 22 ESM/CJS module interop compatibility fix for importing the hw-transport class, not a security guard or validation change affecting custody.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/19253,[LWDM] feat(coin-multiversx): add CoinModuleApi (Alpaca) createApi with ESDT + staking,0,0.15,none,"This is a feature addition (new CoinModuleApi factory) and refactor of existing MultiversX coin-module logic into a new API structure, not a fix for a custody-relevant defect.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/17653,[LWM] docs(device-intent): document Device Intent Executor and add LWM input helper,0,0.05,none,"Docs-only README/agent-skill additions plus a thin re-export helper that delegates to an already-tested function, with no new guard, validation, or custody-relevant defect repaired.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/18427,[LWM] chore(lwm): add a Hermes REPL to quickly check compatibilities,0,0.02,none,Adds a developer convenience script to launch the Hermes REPL for compatibility checks; touches no custody-relevant code paths.,other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/463,Better icons-ui subpath exports compatibility,0,0.05,none,"This is a package.json subpath exports compatibility fix for an icons UI library, touching only module resolution with no custody-relevant code paths.",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/1811,LIVE-4546 Polkadot sidecar compatibility update,0,0.05,none,"This is a forward-compatibility update to Polkadot sidecar API query parameters for staking data retrieval, with no impact on key material, signing, approvals, or any custody-relevant security boundar",other
ledger-live,https://github.com/LedgerHQ/ledger-live/pull/1861,[LIVE-4605] Revert compatibility with old and new Bitcoin apps,0,0.15,none,"This is a revert of an API signature change in the hw-app-btc wrapper for compatibility with old/new Bitcoin Nano apps, not a fix for any custody-relevant defect.",other
ledger-sdk,https://github.com/LedgerHQ/ledger-secure-sdk/pull/170,Stax: Integration of partial waveforms into nbgl use case flows,0,0.05,none,"This change only modifies e-ink display refresh strategies (partial vs full waveform refresh) in the NBGL UI library, with no impact on key material, signing, approvals, or any custody-relevant path.",other
ledger-sdk,https://github.com/LedgerHQ/ledger-secure-sdk/pull/487,Fix ledger assert compatibility with DISABLE_UI,0,0.1,none,"This is a build/compile fix for UI compatibility when DISABLE_UI is set, not a custody-relevant security patch.",other
ledgerjs,https://github.com/LedgerHQ/ledgerjs/pull/48,Start integration of ledger-wallet-common,0,0.05,none,"This is initial scaffolding of a new @ledgerhq/common package (package.json, flow config, eslint/babel config, basic queries/mutations, currency utilities) with no security guards or custody-relevant ",other
ledgerjs,https://github.com/LedgerHQ/ledgerjs/pull/686,Fix compatibility issues with getWalletPublicKey,0,0.25,none,"This is a compatibility/documentation update adapting the JS library to the new hardware app's existing path restrictions; the security improvement is in the firmware, not in this wallet library code.",other
liana,https://github.com/wizardsardine/liana/pull/1086,GUI: Stateless remote backend integration,0,0.15,none,"This is a feature addition integrating a stateless remote backend (LianaLite) with corresponding UI state-management refactoring; no key material, signing, approval, or transport security paths are mo",other
librustzcash,https://github.com/zcash/librustzcash/pull/36,CI integration for librustzcash,0,0.02,none,"This diff only adds a GitLab CI configuration file for build/test/deploy pipelines and does not touch any wallet source, key, signing, or custody-relevant code.",other
magic,https://github.com/magiclabs/magic-js/pull/133,Add framework for extension compatibility checks,0,0.15,none,"This adds a new runtime extension compatibility-checking framework with semver version matching, which is a feature/refactor and does not touch key material, signing, approvals, or any custody-relevan",other
metamask,https://github.com/MetaMask/metamask-extension/pull/43666,release(runway): cherry-pick feat: arc network integration,0,0.15,none,"This is a feature integration for Arc network support, adding token constants, default token hooks, and hiding a display-duplicate USDC ERC20 token in the asset picker — not a fix for an existing expl",other
metamask,https://github.com/MetaMask/metamask-extension/pull/43509,feat: arc network integration cp-13.35.1 cp-13.36.0,0,0.05,none,"This is a feature addition for Arc network integration — renaming token symbols, adding icon URLs, hiding a duplicate display token, and importing default tokens — none of which touch key material, si",other
metamask,https://github.com/MetaMask/metamask-extension/pull/42905,feat: Add integration for new QR error handling,0,0.1,none,"This change introduces a new UI state for classifying and displaying hardware wallet QR scan errors, which does not alter the underlying cryptographic validation or custody paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/42636,feat: enable advanced permissions flag integration and testing,0,0.15,none,This is a feature-flag integration refactor that moves permission-type enablement from build-time environment variables to a runtime LaunchDarkly flag; it adds no new guard or validation and does not ,other
metamask,https://github.com/MetaMask/metamask-extension/pull/42299,feat(passkey): TO-541 - settings passkey flows and change-password integration,0,0.15,none,"This is a feature PR adding passkey/biometrics settings UI flows and change-password integration, consisting of locale string additions and corresponding test updates — no guard, validation, or exploi",other
metamask,https://github.com/MetaMask/metamask-extension/pull/41429,feat: first time user integration,0,0.05,none,"This is a UI feature adding a first-time-user tutorial modal for the Perps trading interface, with no custody-relevant key, signing, approval, or transport changes.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/41191,"fix: set Sentry user id in dedicated metametrics integration, rather than rewriteReport",0,0.05,none,"This change refactors Sentry/MetaMetrics telemetry integration and adds tests for state retrieval, with no impact on key material, signing, approvals, or any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/40228,feat: new assets controllers integration,0,0.05,none,"This PR adds a new assets controller integration for hiding/importing tokens behind a feature flag, which is a feature addition with no custody-relevant key, signing, approval, or transport changes.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/39971,Perps/poc controller integration  polish,0,0.05,none,"This PR adds i18n strings and a new Perps controller integration for a perpetual futures feature, which is a feature addition with no custody-relevant guard or fix.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/39888,Perps/poc controller integration cleanup,0,0.05,none,"This PR adds a Perps controller feature with locale strings and stubbed logging/metrics/tracing infrastructure; it does not touch key material, signing, approvals, transport, or any custody-relevant p",other
metamask,https://github.com/MetaMask/metamask-extension/pull/39972,Perps/poc controller integration  limit order,0,0.05,none,"This diff adds i18n strings and a controller re-export wrapper for a new Perps (perpetual futures) trading feature, with no key, signing, approval, or transport guards added or removed.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/39987,fix: flaky test `Shield Plan Stripe Integration Shield Claims displays error when transaction is not eligible`,0,0.02,none,"This is a test-only change that adds ignoredConsoleErrors to flaky e2e specs, touching no wallet source or custody-relevant code.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/38838,feat: claims draft integration,0,0.05,none,"This PR adds a new claims-draft feature (controller bindings, UI hooks, routes, toasts, locale strings) with no custody-relevant guard, validation, or key/signing changes.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/38885,feat: use multichain accounts state 2 in integration tests,0,0.05,none,This change only adds a test-only feature flag and refactors integration tests to use multichain account helpers; no custody-relevant source code is modified.,other
metamask,https://github.com/MetaMask/metamask-extension/pull/37683,feat: swaps tron integration,0,0.05,none,"This is a feature addition enabling Tron network support in the swaps/bridge flow, with no changes to key material, signing, approval, or transport security paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/37597,feat: claims-controller integration,0,0.05,none,"This PR adds a new ClaimsController/ClaimsService integration with wiring and tests, which is a feature addition rather than a fix to any custody-relevant vulnerability.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/38567,feat: add metrics for shield-rewards integration cp-13.13.0,0,0.05,none,"This change adds metrics/telemetry tracking for a shield-rewards onboarding feature, with no impact on key material, signing, approvals, or any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/38578,release(runway): cherry-pick feat: add metrics for shield-rewards integration cp-13.13.0,0,0.05,none,"This change adds metrics/telemetry tracking for a shield-rewards onboarding feature and does not touch any key, signing, approval, or custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/35929,feat: subscription payment options integration,0,0.05,none,"This diff integrates a new SubscriptionController feature with its messenger wiring and tests; it does not touch key material, signing, approvals, or any custody-relevant path.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/35951,feat: subscription shield settings integration,0,0.05,none,"This is a feature change integrating subscription/shield settings UI and locale strings with subscription controller APIs, with no custody-relevant key, signing, approval, or transport guards added or",other
metamask,https://github.com/MetaMask/metamask-extension/pull/36061,feat: client integration for `auxiliaryFunds` + `requiredAssets` support (EIP-7682),0,0.05,none,"This is a feature implementation for ERC-7682 auxiliaryFunds/requiredAssets capability reporting, adding new RPC capability checks and e2e tests with a dependency bump — no custody-relevant guard or s",other
metamask,https://github.com/MetaMask/metamask-extension/pull/35633,feat: `MultichainAccountService` discovery integration,0,0.1,none,"This PR adds a new multichain account discovery feature behind a feature flag, wiring up a new MultichainAccountService-based discovery flow; it introduces no security guard, validation, or removal of",other
metamask,https://github.com/MetaMask/metamask-extension/pull/35627,feat: Gator permissions controller integration,0,0.15,none,"This PR integrates a new Gator permissions controller as a feature addition with wiring and tests, not a fix to an existing custody-relevant defect.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/33402,feat: bitcoin integration improvements,0,0.05,none,"This PR adds Bitcoin Signet network support, UI labels, block explorer URL configuration, and test constants — all feature/config changes with no impact on key material, signing, approvals, or transpo",other
metamask,https://github.com/MetaMask/metamask-extension/pull/29887,feat: SIP-26 Integration,0,0.15,none,This is a feature addition (SIP-26/Solana chain-agnostic permissions) that refactors the permission subsystem to support multiple namespaces rather than fixing an exploitable defect.,other
metamask,https://github.com/MetaMask/metamask-extension/pull/33545,feat: Add provisional Ocap Kernel integration,0,0.05,none,"This diff adds a new build-time feature flag and provisional Ocap Kernel integration (build scripts, manifest changes, static asset copying, and a new offscreen script) without adding or removing any ",other
metamask,https://github.com/MetaMask/metamask-extension/pull/32554,feat(snaps): Add integration for snap_trackEvent RPC method,0,0.05,none,"This adds a new analytics/metrics RPC method for Snaps, which is a feature addition that does not touch key material, signing, or custody paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/27259,feat: Add redesign integration tests,0,0.02,none,"This PR only adds integration tests for redesigned confirmation screens and touches no wallet source, key, signing, or validation code.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/27130,fix: UI transaction integration tests,0,0.05,none,"The diff only updates integration tests (chain IDs, rendering patterns) and removes a stray console.log, with no changes to key, signing, approval, or transport logic.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/26365,fix: permit UI integration tests,0,0.05,none,"The diff only modifies integration test files and a test-environment patch to fix rendering and mocking in permit UI tests, with no changes to wallet source code or custody-relevant paths.",other
metamask,https://github.com/MetaMask/metamask-extension/pull/26366,feat: Add integration test for blockaid on contract interaction,0,0.05,none,This is a test-only change adding an integration test to verify that the existing Blockaid phishing alert UI displays correctly for malicious transactions; no wallet source code or custody-relevant lo,other
