wallet,source_url,title,silent_fix_prob,vuln_class,is_backport,n_files,reason,mechanism
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/8a18cfe0d4e6859bff7acaf18113a53f05c46d67,feat(core): use U5 DHUK to encrypt optiga pairing secret in flash,0.9,key_material,False,7,"The diff fixes the storage and retrieval of the Optiga pairing secret by ensuring it is encrypted in flash using the STM32U5 DHUK via secure_aes_init, preventing key material leakage.",key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/df96891d17250a7b25103db06bc651f7f75e3e47,feat(core): use U5 DHUK to encrypt optiga pairing secret in flash,0.9,key_material,False,7,Encrypts the Optiga pairing secret at rest in flash using a hardware-derived key (DHUK) to prevent physical extraction attacks from compromising the secure element channel.,key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/cc183c69a5582d89ae1c743e682cb0669e842d40,feat(core): use U5 DHUK to encrypt optiga pairing secret in flash,0.9,key_material,False,4,"Encrypts the Optiga secure-element pairing secret at rest in flash using the STM32U5 hardware DHUK AES engine instead of storing it in plaintext, preventing physical flash extraction from yielding key",key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/8904de087222487112ff4950d900d0ede5997cd9,fixup! fixup! fix(core): improve bhk handling on STM32U5,0.9,key_material,False,2,"The diff adds memzero calls to wipe the BHK (Board Hardware Key) and Optiga backup secrets from memory after use, preventing key material from lingering in RAM.",key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/5725050be14b46d505a9ed3e350210b280104091,build(core): fix CI bootloader build for T2B1,0.9,firmware,False,2,"Fixes a critical pointer arithmetic precedence bug in the bootloader's firmware upload handler that could cause it to read or validate the wrong firmware header, potentially allowing a malicious firmw",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/fce3d35694ee5af51a0736d8cb2f48b2ac283ba4,fix,0.9,firmware,False,1,"The diff moves initialization of the USB debug interface behind a debug-only conditional, preventing its exposure in production firmware builds.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/02f34a2748f519bce7bb5de4114838e15f6bae56,feat(core/bootloader):  check firmware padding,0.9,firmware,False,1,"The diff adds validation of firmware padding bytes to prevent arbitrary data or code from being hidden in the padding area, hardening the secure boot verification process.",encoding-canonicalization
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/392add3f8ec48d98983e145523cf1594cce9c997,feat(storage): Synchronize Optiga and MCU PIN counters.,0.9,firmware,False,1,Synchronizes PIN failure counters between the MCU and Optiga secure element to prevent an attacker from bypassing the PIN retry limit by exploiting counter divergence.,state-race-concurrency
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/1fa2929607da55f18934c4b7ebba83731ad21945,feat(core): Distinguish Optiga errors from invalid PIN.,0.9,key_material,False,2,Fixes a memory leak of legacy PIN material on unlock failure and hardens secure element error handling to prevent undefined states or PIN bypass.,key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/3c413ecf02dc17012cdddbc3a8a5818895617b51,fix(storage): correctly fail when Optiga operations fail,0.9,firmware,False,2,"The diff adds error checking for Optiga secure element operations during PIN verification and key derivation, preventing a fault-injection or hardware failure from bypassing PIN protection or corrupti",side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9d8635235215caaed25bc84971a14b8285315943,fix(storage): correctly fail when Optiga operations fail,0.9,firmware,False,2,The diff enforces error checking on secure element (Optiga) PIN set/verify operations and reorders PIN fail counter increments to prevent fault-injection bypasses that could compromise key material or,side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a6d0842663c649118b99793b9fda89921581813a,fix(core/bootloader): fix erroneous shutdown when rejecting firmware upload,0.9,firmware,False,15,"The bootloader previously erased storage (including the seed) whenever firmware was corrupted, even if the firmware header was valid and signed; the fix splits the validation checks so storage is only",signature-verification-gap
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/f881fab797461a981aa7140c746493db4bbb1d4c,fix(core): disable access to secret in flash after boot,0.9,firmware,False,2,"The change reconfigures the MPU to block access to the flash region containing the OPTIGA secret after it is read into RAM at boot, preventing later code execution from extracting key material.",key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/73abffddb183a623487a6a9012be9943ec87f720,replace signature scheme,0.9,firmware,False,7,"Replaces the default Nordic DFU validation with a custom implementation using trezor-crypto and an M-of-N multi-signature scheme for secure boot, hardening the firmware update path against single-key ",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/812e77cefdc80a790056c6c98b6ce62572b25144,feat(core): Implement OPTIGA secure channel.,0.9,firmware,False,3,"Implements an encrypted and authenticated secure channel (AES-CCM with sequence numbers) for communication with the OPTIGA secure element, preventing physical bus tampering or replay attacks that coul",replay-scope
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/45c1a4212dab260e142400a76200afbcd8200e9e,chore(core): add T2B1 keys to bootloader / boardloader,0.9,firmware,False,4,"The diff moves development/QA signing keys out of the PRODUCTION code path and adds proper per-model production public keys to the boardloader and bootloader, fixing a secure-boot verification flaw wh",signature-verification-gap
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/14a8b0c62b3da17dba12607788fd121de2045231,fix(core): do not touch idle timer on USB events,0.9,platform,False,7,"Removes USB message events from resetting the auto-lock timer, preventing a malicious host application from keeping the device unlocked indefinitely and bypassing the lock screen.",origin-session-auth
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9f76a5b7372d414e94a5354037ff1beaa437d8df,fix(core): do not touch idle timer on USB events,0.9,platform,False,7,"Removes USB message handling from resetting the auto-lock timer, preventing a malicious host application from keeping the device unlocked indefinitely and bypassing the PIN requirement.",origin-session-auth
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a5f7c19f7eea175ba95b015960b17e4548fa6b51,"fix(core/bootloader): do not use insecure LCG PRNG. Change insecure PRNG to be opt-in, not opt-out",0.9,key_material,False,7,"The diff changes the default PRNG from an insecure LCG to a secure platform-dependent implementation by switching from an opt-out to an opt-in flag for the insecure PRNG, preventing weak entropy gener",nonce-or-randomness
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/461f5667777514e6921ec1a53ca3d023a2a6a092,fix(core/bootloader): fix detection of installed firmware,0.9,firmware,False,2,"Fixes a C pointer arithmetic precedence bug in the bootloader's firmware upload path that computed the wrong header address, potentially bypassing secure boot verification.",signature-verification-gap
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/410604cb891ee961e8d6616fe1c7dd17a6b92756,WIP - add missing f-strings,0.9,ui_deception,False,1,"Fixes missing f-strings in transaction confirmation UI that would display literal placeholders instead of the actual address and amount, forcing the user to blind sign.",signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/ad5a572b7534cc442894833bc8980f694b3ceeb7,chore(common): Deprecate data field in CosiCommit message.,0.9,key_material,False,6,"Removes host-controlled 'data' from CoSi commitment generation, preventing an attacker from forcing nonce reuse to extract the private key.",nonce-or-randomness
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/3ef66f8bb111a8672374191796c192f7c430def4,"Revert ""TEMP: `trezorctl crypto get-entropy 1111` for calling passphrase dialogue""",0.9,key_material,False,1,"Removes a debug backdoor in get_entropy that could trick a user into entering their passphrase and return it as entropy to an untrusted caller, leaking key material.",key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/7d93bd317954144b44e23db2708c22fdbd52dafb,fix(legacy/bootloader): erase storage if going below fix_version,0.9,firmware,False,2,"The bootloader now erases storage when downgrading firmware below a known secure fix_version, preventing an attacker from installing an older vulnerable firmware to bypass protections and access key m",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/903fa9b471f7b672446956389b8855af6d71d1c9,feat(legacy): Verify signatures of all original internal inputs in replacement transactions.,0.9,signing,False,3,"The fix replaces single-input signature verification with verification of ALL original internal inputs in RBF replacement transactions, preventing an attacker from supplying a forged original transact",signature-verification-gap
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/d16b44bad62810224d028fc78d8dd7d25c733cbd,feat(core): Verify signatures of all original inputs in replacement transactions.,0.9,signing,False,7,"The diff replaces single-input signature verification with verification of ALL original internal inputs in replacement transactions and adds an input-consistency check, closing a signing bypass where ",signature-verification-gap
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/181fd1c6013d9ffdb11f11cd1aabaaa897845148,fix(legacy): Stricter Bitcoin transaction checks.,0.9,signing,False,3,"The tx_input_check_hash function was missing script_sig, multisig fingerprint, witness, and orig fields from the integrity hash, allowing a malicious host to tamper with input fields after user approv",signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/4c60f80f4438eadbb9d82bcd2d308d23e193e81c,feat(legacy): Add state sanity check to fsm_msg*Ack() functions.,0.9,firmware,False,5,"Adds a session-unlocked guard to signing and recovery message handlers, preventing an attacker from triggering transaction signing or device recovery on a locked device.",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/3553086e84e1e5d8c0473ff68f4a8dcd90265918,feat(legacy): Strict path validation for CoSi.,0.9,key_material,False,2,Adds BIP-32 path validation for CoSi signing operations in firmware to prevent signing with unintended key paths.,input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/abb5ab74e30616280dcb421ecbae0b84b1aeb73e,feat(legacy): Strict path validation for NEM.,0.9,signing,False,3,"Adds BIP-32 derivation path validation for NEM before address generation, transaction signing, and message decryption, preventing a malicious host/dapp from requesting signatures or key derivation on ",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/88efd7471007fd250328ae25f0abcfaeac71bd1a,feat(legacy): Make Bitcoin path checks same as in core.,0.9,signing,False,7,"Tightens BIP-32 derivation path validation in firmware so callers can no longer bypass hardened/bounds checks via a weaker check level, preventing coercion into signing cross-coin transactions or deri",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/f291b4658ca8a8e3f83222e9077a8e1aef37b1ad,fix(legacy/bootloader): erase storage if going below fix_version,0.9,firmware,False,2,"The bootloader now erases storage when downgrading firmware below a known secure fix_version, preventing an attacker with physical access from flashing an older, vulnerable firmware to bypass security",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9a20edb17dea39ad694eae1d7070368b9710d867,fix(legacy): Stricter Bitcoin transaction checks.,0.9,signing,False,3,"The fix extends tx_input_check_hash to include script_sig, multisig fingerprint, witness, and orig fields in the input integrity check and aborts signing on mismatch, preventing an attacker from alter",signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/7f7f3b7502f14ee128bb5ce0351f6a602fa7af95,feat(legacy): Strict path validation for CoSi.,0.9,signing,False,2,"Adds BIP-32 derivation path validation to CoSi commit/sign firmware handlers, preventing signatures over unintended key paths outside the SLIP-18 domain.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/0438e240c44740910a2ed239acbdf4d9d3b5a331,feat(legacy): Strict path validation for NEM.,0.9,signing,False,3,"Adds BIP-44 derivation path validation (purpose/coin-type/account/network binding) before NEM address derivation, signing, and decryption, preventing key use on unintended or attacker-chosen paths.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/f0a48c2f18f363f078ce4681876039ba1b3c1810,feat(legacy): Strict path validation for Stellar.,0.9,key_material,False,3,"Adds BIP-32/SEP-0005 derivation path validation to Stellar address generation and transaction signing, preventing key derivation or signing on unauthorized paths.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/2e1c78474838679b1b884ec3a8a5314b8ca6ef68,feat(legacy): Strict path validation for Ethereum.,0.9,signing,False,5,"Adds BIP-44 derivation path validation and binds SLIP-44 coin type to chain ID before key export/signing, preventing signing or pubkey export on unexpected/cross-chain paths.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9e346b05daeffc9a7ecfc40987abf2c53b7c4e39,chore(core): Don't check fairness of mining fees in CoinJoin.,0.9,approval,False,3,"The old CoinJoin fee check only validated proportional fairness based on the actual transaction fee, allowing a malicious coordinator to overcharge the user above their authorized max_fee_per_vbyte li",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/c9e6ca30c925a213bc92c7b283875d166d3c4f75,feat(core): Ensure input's script type and path match the scriptPubKey.,0.9,signing,False,3,"Adds a validation check in the transaction signing path to ensure the provided derivation path matches the input's scriptPubKey, preventing malicious hosts from tricking the wallet into signing synthe",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/69eb09580d38b7b93a96741a24662679a1237463,fix(legacy): clear crypto caches on device wipe,0.9,key_material,False,1,"The device wipe function now clears BIP32/BIP39 caches, preventing derived key material and seed-related data from surviving a wipe.",key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/8baf1ca79f107da2c25348df7f429e2f147dd939,fix(crypto): Fix out of bounds read in ecdsa_sig_to_der().,0.9,signing,False,2,Fixes an out-of-bounds read in ECDSA signature DER encoding that could read past the r/s component boundaries when processing crafted or zero-filled signatures.,input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/4882648dad1e29b635568abe52251285fb56bdb1,fix(crypto): Treat point at infinity as an invalid public key in ecdsa_recover_pub_from_sig().,0.9,signing,False,2,"Adds a missing validation check in ECDSA public key recovery to reject the point at infinity, preventing potential signature verification bypasses.",curve-point-validation
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/d1d3558d02732979c00c96c5e7b91e6560149e61,fix(crypto): revert to bitwise OR operator and silence warning,0.9,key_material,False,1,Reverts logical OR to bitwise OR in bignum conditional move and equality checks to prevent timing side-channel attacks that could leak private key material during cryptographic operations.,side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9052133fca1eef245d97d3481590659bf5d96a8a,fix(core): Ensure user is warned about non-standard paths.,0.9,signing,False,6,Adds path validation and user confirmation for non-standard paths during transaction signing to prevent cross-coin spending attacks and bypass of safety checks.,authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/7183807b9640f97710d0110a6e7d63621a5f36a1,chore(legacy): Support script_pubkey parameter for Bitcoin inputs.,0.9,signing,False,4,Adds validation and consistency checks for input script_pubkey during Bitcoin transaction signing to prevent a malicious host from altering input scripts and bypassing fee/amount verification (blind s,signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/c60305d8f05f0689397cf21052d9c8f5e1506f5e,feat(legacy): Implement pagination in SignMessage and VerifyMessage.,0.9,ui_deception,False,7,"The change replaces fixed-size message previews with paginated displays, preventing users from blindly signing or verifying messages whose content was previously truncated and hidden from the screen.",signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/307d166383614a8fa6ebee90ee10c469dfa697d1,fix(crypto): Clean up stack in ed25519.c.,0.9,key_material,False,1,"The diff adds memzero calls to wipe secret keys, scalars, and nonces from the stack after use in ed25519 signing and key derivation paths, preventing key material from lingering in memory.",key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/5d03110a4287d2cdb0820d07d04e71a79d445014,fix(crypto): Treat edge cases in ecdsa_sign_digest() same as ecdsa_verify_digest() does.,0.9,signing,False,1,"Adds guards in ECDSA signing to reject zero digests (which produce forgeable signatures valid for any public key) and zero private keys, closing a signing-path defect where the signer could emit meani",nonce-or-randomness
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/639406b01fc439058e5ecae1ef5441db7d4a9f08,feat(all): make chain_id mandatory,0.9,signing,False,9,"Making chain_id mandatory enforces EIP-155 replay protection, preventing cross-chain transaction replay attacks where a signature on one chain could be rebroadcast on another.",replay-scope
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/28421594c99f859239d6e3c2a42b8ef2991f8b38,fix(legacy): Use short-circuit evaluation in coin_known_path_check().,0.9,memory,False,1,"Changing bitwise `&=` to logical `&&` introduces short-circuit evaluation, preventing out-of-bounds reads on the `address_n` array when `address_n_count` is too small to safely index.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/18f4a471737b3ff6973ea431f3e0b38135c97153,fix(legacy): Disable spending testnet coins from Bitcoin paths.,0.9,signing,False,2,"Prevents testnet coins from being spent via Bitcoin paths, which stops an attacker from tricking a user into signing a seemingly harmless testnet transaction that actually spends mainnet funds.",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/bbd30aefc6bcd98f89639335a26881dee3775029,fix(legacy): don't erase firmware and storage in intermediate firmware,0.9,key_material,False,1,Intermediate firmware previously erased storage sectors (containing the user's encrypted seed/key material) during firmware updates; the fix checks whether storage is already initialized and skips era,key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/0c46b79ebf51673122443863d86e327aa61e60bf,fix(legacy): don't erase firmware and storage in intermediate firmware,0.9,firmware,False,1,"The intermediate firmware now checks if storage is already initialized before erasing it, preventing the permanent loss of key material during firmware updates.",key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/fed59ec770d7f83b0705dff5f2f3b853c435f266,fix(crypto): In ecdsa_verify_digest() allow the digest to be equal to the order of the group.,0.9,signing,False,1,"Reorders the zero-digest check to after modular reduction so that a digest equal to the group order n (which reduces to 0 mod n) is caught, preventing signature forgery via fault injection or crafted ",side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/96994702fda39eae25be8f90507ba8d6aed6b967,Include metadata in transaction signing,0.9,signing,False,9,"Previously the device blindly signed a host-provided metadata_hash without seeing the underlying metadata (blind signing); now the device receives raw metadata, hashes it internally, includes it in th",signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/050936d0d7d224067cee2103afe9e0e8724946dd,core: enable finalizers on extmod classes,0.9,key_material,False,18,"Enables finalizers on crypto objects so that their __del__ methods are actually called by the MicroPython GC, ensuring sensitive key material like seeds and private keys is securely zeroed from memory",key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/da89a17ce5c45972e5523dceb67ffbebf62d05c2,all: add checks for prev_hash size,0.9,signing,False,3,Adds validation of prev_hash length in transaction signing paths to prevent an untrusted host from injecting malformed input data that could corrupt sighash computation or cause firmware memory issues,input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a34637c0f27f8570436c16da3a0793510a0ba895,core/sign_tx: Check multisig fingerprint before signing inputs.,0.9,signing,False,1,Adds a multisig fingerprint consistency check during transaction signing to prevent signing a mutated transaction where inputs were changed after initial approval.,signed-differs-from-shown
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/d800fcbf9f49580c5171b90ace4f37d17964e70b,"core/sign_tx: If there is a non-multisig input, then change output cannot be multisig.",0.9,signing,False,2,"Forces user confirmation for a multisig output when inputs are not all multisig, preventing an attacker from hiding a multisig output as an auto-approved change output.",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/1deebf1065d344b0b524d7d15697ef07c653abdf,storage: Add STORAGE_UPGRADED_KEY to protect against fake storage upgrade attacks.,0.9,key_material,False,3,"Adds a storage-upgrade flag with integrity checks that wipe storage on downgrade or bypassed-upgrade attacks, protecting key material held in the encrypted storage subsystem.",key-derivation-storage
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/58ecd701e397f8bc77bc2da20dcafaa1461bfabf,legacy/firmware: some fixes,0.9,key_material,False,5,"Fixes off-by-one buffer bounds and null-terminator space for passphrase buffers used in BIP-39 seed derivation, preventing memory corruption or truncation of key material.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9787e382064043dd082abf202254fb8e6c58dc71,legacy: properly omit LoadDevice in non-debug build,0.9,firmware,False,1,"The change wraps the LoadDevice message handler in DEBUG_LINK conditional compilation, ensuring the debug-only key-loading command is omitted from production firmware and cannot be used to overwrite k",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a1f9ac8e793e63ed20e80bb7f60005069567c2e2,legacy: properly omit LoadDevice in non-debug build,0.9,firmware,False,1,Wraps the LoadDevice message handler in DEBUG_LINK guards to prevent loading arbitrary key material onto production firmware.,other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/7c86efd729b3574641d162444794a830808bf4e2,add device test of VsysSignTx,0.9,key_material,False,5,"The diff removes a `print(""SK: ""+sk_base58)` statement that was logging the raw private key to stdout, and fixes signing key derivation to use a properly modified private key with curve25519.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/17fa41620e9ac85dadb2348e3d00436d036ed7d2,legacy: refactor readprotobufint(),0.9,firmware,False,3,"Fixes integer overflow and missing bounds checks in bootloader protobuf parsing during firmware updates, preventing memory corruption and malicious firmware installation.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/1c9fa5d3c617095d1923af329e46930f02f234a4,legacy: fix SCA when displaying the words,0.9,firmware,False,3,"The diff adds an OLED side-channel attack (SCA) mitigation function to balance power consumption when displaying recovery words, preventing key material leakage via power analysis.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/f237a26137c7a0c52b4bdd199b477d44e71f8865,legacy: fix SCA when displaying the PIN matrix,0.9,firmware,False,1,"The diff adds side-channel attack (SCA) hardening to the PIN matrix display in firmware, preventing PIN leakage via power/EM side-channels.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/f16c941ed4ac3c2e2c401de931249d0b2f34c29b,legacy: fix SCA when displaying the words,0.9,firmware,False,3,Adds OLED side-channel attack (SCA) mitigation to prevent power analysis from leaking mnemonic words displayed during recovery.,other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/07de336586b3211e75ca28c1a15d1ba6caafd63a,core/pin: do not allow empty pin,0.9,firmware,False,1,"Prevents an empty PIN from being submitted or accepted, hardening device unlock against physical access bypass.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/013929de0b8a28b94b429839e2b01053c45a14cc,crypto/hmac_drbg: Fix buffer overflow.,0.9,memory,False,2,"Fixes a buffer overflow in the wallet's own HMAC-DRBG implementation, which is custody-relevant as it generates entropy/key material and memory corruption here could lead to key compromise or crashes.",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/fc3a93dc476df83ce18e6781cf90bb5a6206fbd1,legacy/firmware: fix ethereum message signing (#153),0.9,signing,False,1,"The off-by-one in the decimal length prefix caused Ethereum personal-message signing to hash the wrong prefix for message lengths that are exact powers of 10, producing signatures over an unintended/i",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/7cadefcdd0de3e174fe2e05973a10fc7074446fc,common: pass Keychain to path validation function,0.9,key_material,False,31,"Adds hard enforcement of allowed BIP-32 derivation paths at the keychain level across all signing and key-derentry flows, preventing a malicious host/dapp from requesting key derivation or signatures ",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/d710db50fec29913a113d93a05d9f6262762a1de,Increment PIN fail counter after deriving the KEK and KEIV from the PIN.,0.9,firmware,False,1,Reorders PIN fail counter increment relative to KEK/KEIV derivation to harden against fault-injection attacks on the PIN unlock path.,other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a7a9eab4454e2f3756ca4bb0d42028c0691412df,config: Fix pointer arithmetic in config_upgrade_v10().,0.9,firmware,False,1,Fixes incorrect pointer arithmetic on a Storage struct pointer during firmware config upgrade that would have caused an out-of-bounds write and failed to properly zero sensitive storage memory.,other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9100a3ee640c6466d8638dd9ea2e906978b6e474,Improve PVC check to mitigate side channel attacks by adding randomization and using word-wise comparison.,0.9,firmware,False,1,"Hardens the PIN verification code comparison in the unlock path with a randomized, word-wise constant-time comparison and fault-injection loop check, mitigating side-channel/fault attacks that could b",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/22f37e81a3270da5e8e5d6c55abc8f15f3a35567,"bootloader: enable MPU, introduce delays to USB stack",0.9,firmware,False,12,Enables MPU to restrict memory access (blocking DMA and execute-from-SRAM) and adds USB stack timing randomization to harden the bootloader against fault-injection and side-channel attacks that could ,other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/c58c265d9c9c7845b3f62b2089d1c9b356dfd49f,"config: Check mnemonic by comparing hashes instead of the actual mnemonics, to mitigate side-channel attacks.",0.9,key_material,False,2,"Firmware mnemonic comparison is switched from a timing-attack-prone direct string compare to hash-based comparison, mitigating side-channel leakage of the stored mnemonic.",side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/0751c667c3a8125d6cea01a2e34fd6522745b05e,src/apps/management/recovery_device: constant time mnemonic checking in dry run,0.9,key_material,False,2,Replaces a standard string comparison of mnemonics with a constant-time comparison of digests to prevent timing side-channel attacks that could leak key material.,side-channel-fault
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/ee3e313230847158ec94fb293833a933fb9248a9,firmware: use OTP block 3 for storing randomness,0.9,key_material,False,8,"The diff adds persistent OTP-backed randomness to the hardware entropy pool used for seed generation and fixes the return value of flash_otp_is_locked to use sectrue/secfalse, preventing OTP lock bypa",nonce-or-randomness
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/e49e84ea5a95b4801b6211c37cbdabca09ff1019,Reorder storage keys in config.c to correspond with trezor-core and add KEY_INITIALIZED. Add CHECK_PIN to fsm_msgApplyFlags() and to other fsm_msg functions in order to unlock storage. Improve error handling in reset.c and recovery.c.,0.9,firmware,False,6,"Adds missing CHECK_PIN guards to GetEntropy/LoadDevice/ApplySettings/ApplyFlags and fixes session_isPinCached() to use KEY_INITIALIZED rather than mere presence of key material, closing PIN-bypass pat",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/8cebcaba017fa60cbc0f72362ed95acaa4c0d646,nem: fix mosaic properties list,0.9,signing,False,2,"The fix checks the return value of ConfirmDialog and aborts on cancel, preventing the wallet from signing a NEM mosaic transaction the user explicitly rejected.",authorization-check
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/a7c32248bda3b9e03c74bcaf93e340f5794557f8,reset: commit to storage unconditionally at the end of backup procedure,0.9,firmware,False,1,"The diff unconditionally commits storage updates at the end of the firmware backup procedure, preventing a critical state where a newly generated seed or backup is not persisted, which would result in",other
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/c316e775a2152db255ace96b6b65ac0f20525ec0,"replace all usage of memset(_, 0, _) with memzero",0.9,key_material,False,13,Replaces memset with memzero to prevent compiler optimizations from skipping the clearing of sensitive key material and cryptographic intermediate states in BIP32 and crypto primitives.,key-lifetime-in-memory
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/9ecd123bd51bc4a80e4486c87dc7ba4dc55939f3,seed: add support for key namespaces,0.9,key_material,False,4,"Adds BIP-32 path namespace validation to the keychain derivation logic, preventing malicious callers from requesting key derivation outside of approved namespaces.",input-bounds-parsing
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/1bf1a769732fa457bc42c7cd90177e345f196575,"src/apps/ethereum: implement Ethereum canonical signatures, fix max_chain_id",0.9,signing,False,2,"Adds Ethereum canonical (low-s) signature enforcement via an is_canonical callback to prevent signature malleability, and fixes MAX_CHAIN_ID to avoid v-value overflow in EIP-155 recovery byte calculat",encoding-canonicalization
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/b938c52e85348d9ee9f078ef194bf92b2de697eb,add more eip155 test cases (#297),0.9,signing,False,2,"Fixes EIP-155 signature_v calculation to include the chain ID offset, preventing cross-chain replay attacks when the device only returns the recovery bit.",replay-scope
trezor-firmware,https://github.com/trezor/trezor-firmware/commit/8318ac35fc12765334d71106ce7c9078f8b8ab68,fix ed25519-donna signature malleability,0.9,signing,False,3,"Adds a reduction check on the Ed25519 signature scalar S during verification to reject malleable signatures, preventing signature malleability attacks.",encoding-canonicalization
